,0,1,2
1378,Oldways Preservation Trust,82.5,3
1379,Joy of Music Program,83.16,3
1380,Rian Immigrant Center,89.71,3
1381,Lloyd Center for the Environment,81.83,3
1382,Health Equity International,89.83,3
1383,National Brain Tumor Society,91.64,4
1384,Worcester County Food Bank,87.82,3
1385,The Steppingstone Foundation,74.44,2
1386,My Brother's Keeper,90.88,4
1387,The Center for Teen Empowerment,89.91,3
1388,Rosenberg Fund for Children,89.2,3
1389,Straight Ahead Ministries,84.9,3
1390,MASS MoCA,94.84,4
1391,Habitat for Humanity of Greater Lowell,91.92,4
1392,Zoo New England,99.11,4
1393,WorldTeach,85.0,3
1394,Artists For Humanity,79.41,2
1395,Bikes Not Bombs,77.8,2
1396,Cape Cod Commercial Fishermen's Alliance,89.67,3
1397,Lovelane Special Needs Horseback Riding Program,78.96,2
1398,Berkshire Humane Society,79.99,2
1399,Peabody Essex Museum,93.27,4
1400,Mother Caroline Academy & Education Center,79.5,2
1401,BELL (Building Educated Leaders for Life),85.5,3
1402,"Boy Scouts of America, The Spirit of Adventure Council",92.38,4
1403,Second Nature,89.17,3
1404,The Marion Institute,96.95,4
1405,FRAXA Research Foundation,90.0,4
1406,National Network of Abortion Funds,74.18,2
1407,Center for Collaborative Education,89.06,3
1408,Brain Aneurysm Foundation,83.41,3
1409,Nantucket Community Sailing,89.22,3
1410,Beverly Bootstraps,86.3,3
1411,Center for Women & Enterprise,73.84,2
1412,Citizen Schools,70.84,2
1413,Jumpstart,82.14,3
1414,The Food Project,74.12,2
1415,Barrington Stage Company,92.57,4
1416,Angiogenesis Foundation,80.0,3
1417,Foundation for MetroWest,76.62,2
1418,Boston Harbor Now,86.4,3
1419,MassINC,86.57,3
1420,American Macular Degeneration Foundation,82.28,3
1421,Kids' Food Basket,87.31,3
1422,Blandford Nature Center,91.51,4
1423,Zaman International,92.5,4
1424,United Way for Southeastern Michigan,95.0,4
1425,Michigan Roundtable for Diversity and Inclusion,70.0,2
1426,Heal Africa USA,95.0,4
1427,Michigan Community Resources,78.35,2
1428,Partners Relief and Development,89.05,3
1429,Audio Scripture Ministries,96.87,4
1430,Open Doors Kalamazoo,94.49,4
1431,Community Action House,82.8,3
1432,Crooked Tree Arts Center,75.17,2
1433,Senior Neighbors,82.92,3
1434,Impression 5 Science Center,88.94,3
1435,ACLU of Michigan Foundation,76.87,2
1436,Plymouth Community United Way,95.78,4
1437,Community Foundation for Northeast Michigan,82.03,3
1438,The Greening of Detroit,78.68,2
1439,Helping Hand for Relief and Development,97.5,4
1440,Eastern Market Corporation,95.32,4
1441,Desiring God Ministries,89.72,3
1442,Forest Stewardship Council - U.S.,78.84,2
1443,Scholarship America,82.76,3
1444,Minneapolis Parks Foundation,90.0,4
1445,Minnesotans Military Appreciation Fund,80.68,3
1446,Los Cabos Children's Foundation,88.25,3
1447,Bluegreen Alliance Foundation,99.14,4
1448,Pulse,84.57,3
1449,The Wildcat Sanctuary,99.88,4
1450,Timber Bay,87.02,3
1451,Hastings Family Service,87.94,3
1452,United Way of Steele County,90.0,4
1453,Minnesota Center for Environmental Advocacy,94.41,4
1454,Second Harvest Heartland,83.23,3
1455,Tri-County Humane Society,86.12,3
1456,American Composers Forum,76.07,2
1457,MinnPost,74.9,2
1458,Colon Cancer Coalition ,85.0,3
1459,Big Brothers Big Sisters of the Greater Twin Cities,70.92,2
1460,re:power fund,84.21,3
1461,Nonviolent Peaceforce,73.55,2
1462,MN Community Measurement,78.71,2
1463,Alight (formerly American Refugee Committee),95.0,4
1464,"TreeHouse, Inc.",81.91,3
1465,The Advocates for Human Rights,95.0,4
1466,Starkey Hearing Foundation,89.0,3
1467,Global Volunteers,84.15,3
1468,Headwaters Foundation for Social Justice,84.68,3
1469,Twin Cities Habitat for Humanity Inc,92.5,4
1470,The Center for Victims of Torture,81.18,3
1471,Sharing and Caring Hands,95.35,4
1472,Initiative Foundation,87.01,3
1473,West Central Initiative,83.62,3
1474,Southern Minnesota Initiative Foundation,98.72,4
1475,Second Harvest Northern Lakes Food Bank,96.74,4
1476,Interfaith Outreach & Community Partners,94.19,4
1477,Open Your Heart to the Hungry and Homeless,87.5,3
1478,Institute for Agriculture and Trade Policy,87.2,3
1479,Global Health Ministries,91.88,4
1480,SteppingStone Theatre,76.11,2
1481,Urban Ventures Leadership Foundation,78.15,2
1482,Wildlife Forever,75.0,2
1483,Solid Ground,97.27,4
1484,Friends of the Hennepin County Library,89.75,3
1485,Page Education Foundation,91.15,4
1486,Center of the American Experiment,95.0,4
1487,MATTER,97.5,4
1488,Haiti Outreach,76.44,2
1489,One Heartland,72.5,2
1490,University of Minnesota Alumni Association,81.83,3
1491,Animal Humane Society,73.87,2
1492,"Boy Scouts of America, Central Minnesota Council",91.74,4
1493,Merrick Community Services,86.12,3
1494,Minneapolis Jewish Federation,88.06,3
1495,Minnesota Orchestra,92.5,4
1496,St. Paul Jewish Federation,82.4,3
1497,Amherst H. Wilder Foundation,82.41,3
1498,Girl Scouts of Minnesota and Wisconsin River Valleys,82.9,3
1499,The Minneapolis Institute of Arts,91.52,4
1500,"Neighborhood House, St. Paul",87.66,3
1501,Keystone Community Services,78.81,2
1502,Walker Art Center,84.7,3
1503,United Way of Olmsted County,83.21,3
1504,Metro Hope Ministries,81.98,3
1505,Union Gospel Mission Twin Cities,78.98,2
1506,Goodwill-Easter Seals Minnesota,80.12,3
1507,Science Museum of Minnesota,90.85,4
1508,American Swedish Institute,90.72,4
1509,Minnesota Historical Society,84.22,3
1510,Catholic Charities of Southern Minnesota,91.07,4
1511,Minnesota Museum of American Art,82.1,3
1512,Mississippi Center for Justice,88.51,3
1513,Catch-A-Dream Foundation,76.15,2
1514,CREATE Foundation,91.7,4
1515,Diabetes Foundation of Mississippi,93.23,4
1516,The Bulldog Club,95.0,4
1517,Bible Education & Missionary Service,81.03,3
1518,CEC/Seabee Historical Foundation,47.62,0
1519,"Boy Scouts of America, Andrew Jackson Council",87.34,3
1520,"Boy Scouts of America, Pine Burr Area Council",95.0,4
1521,"United Way of the Capital Area, Mississippi",66.2,1
1522,French Camp Academy,89.85,3
1523,United Way of West Central Mississippi,80.58,3
1524,Boys & Girls Clubs of Central Mississippi,81.26,3
1525,Palmer Home for Children,79.87,2
1526,Gateway Rescue Mission,72.87,2
1527,"United Way for Jackson & George Counties, MS",91.4,4
1528,United Way of Northeast Mississippi,83.51,3
1529,United Way of Southeast Mississippi,78.09,2
1530,Operation Shoestring,94.14,4
1531,Ole Miss Athletics Foundation,82.03,3
1532,Boys & Girls Clubs of the Gulf Coast,89.2,3
1533,African Bible Colleges,82.05,3
1534,American Family Association,87.5,3
1535,The Mustard Seed,97.56,4
1536,Stewpot Community Services,90.0,4
1537,Mississippi Food Network,100.0,4
1538,Make-A-Wish Mississippi,52.92,0
1539,Christian Services,87.5,3
1540,Habitat for HumanityMetro Jackson,83.94,3
1541,Institute of Southern Jewish Life,75.65,2
1542,Cary Christian Center,78.5,2
1543,Baptist Medical & Dental Mission International,82.5,3
1544,United Way of South Mississippi,76.28,2
1545,Mississippi Children's Museum,91.82,4
1546,Hope Enterprise Corporation,84.65,3
1547,Boys Girls Clubs of North Mississippi,92.34,4
1548,H.E.R.O.E.S. Care,92.5,4
1549,Camp Fire National Headquarters,70.67,2
1550,"National Council of the United States, Society of St. Vincent de Paul",88.84,3
1551,Meds & Food for Kids,91.71,4
1552,International Psoriasis Council,89.44,3
1553,Pujols Family Foundation,86.04,3
1554,Fight Colorectal Cancer,98.48,4
1555,"College Bound, St. Louis",82.8,3
1556,DreamChaser PMU Rescue and Rehabilitation,53.67,0
1557,Head for the Cure,71.54,2
1558,The Mission Continues,94.7,4
1559,Circle Of Concern,87.53,3
1560,Optimist International Foundation,87.33,3
1561,Kilo Diabetes & Vascular Research Foundation,93.57,4
1562,Special Olympics Missouri,85.22,3
1563,Shelterwood ,93.76,4
1564,MidwayUSA Foundation,100.0,4
1565,Crisis Aid International,98.99,4
1566,Angus Foundation,60.44,1
1567,The National Children's Cancer Society (NCCS),78.71,2
1568,Child Evangelism Fellowship,71.71,2
1569,Junior Achievement of Greater St. Louis,84.82,3
1570,American Youth Foundation,89.07,3
1571,Guardian Angel Settlement Association,92.5,4
1572,Humane Society of Missouri,90.92,4
1573,Jewish Federation of St. Louis,88.57,3
1574,MERS Missouri Goodwill Industries,87.61,3
1575,"Boy Scouts of America, Greater St. Louis Area Council",94.85,4
1576,Society of St. Vincent De Paul Archdiocesan Council of St. Louis,95.0,4
1577,Wyman Center,84.09,3
1578,Catholic Charities of St. Louis,95.0,4
1579,Sherwood Forest Camp,90.0,4
1580,Missouri History Museum,97.5,4
1581,Central Institute for the Deaf,91.1,4
1582,Central Missouri Humane Society,86.87,3
1583,Missouri Botanical Garden,80.52,3
1584,Saint Louis Symphony Orchestra,88.49,3
1585,Big Brothers Big Sisters of Eastern Missouri,84.38,3
1586,Nine Network of Public Media,82.53,3
1587,Southside Early Childhood Center,85.0,3
1588,Animal Protective Association of Missouri,95.47,4
1589,United Way of Greater St. Louis,95.0,4
1590,Heart of Missouri United Way,89.9,3
1591,Jewish Family & Children's Service of St. Louis,91.8,4
1592,Arts and Education Council,70.81,2
1593,Opera Theatre of Saint Louis,91.47,4
1594,Legal Aid of Western Missouri,87.23,3
1595,Sunshine Ministries,88.8,3
1596,Wings of Hope,95.0,4
1597,Teen Challenge International of Mid-America,84.83,3
1598,University City Children's Center,80.5,3
1599,Consortium for Graduate Study in Management,79.92,2
1600,Casting for Recovery,99.6,4
1601,Boone and Crockett Club,92.45,4
1602,Backcountry Hunters & Anglers,92.5,4
1603,Warriors & Quiet Waters Foundation,89.21,3
1604,Billings Symphony Society,86.29,3
1605,Montana Environmental Information Center,80.15,3
1606,Heart of the Valley Animal Shelter,84.94,3
1607,Special K Ranch,91.9,4
1608,Helena Food Share,88.16,3
1609,The Billings Food Bank,89.05,3
1610,Montana Wilderness Association,93.17,4
1611,Central Asia Institute,73.9,2
1612,Indian Law Resource Center,88.08,3
1613,National Forest Foundation,87.04,3
1614,Glacier National Park Conservancy,86.04,3
1615,Headwaters Economics,92.08,4
1616,Polar Bears International,89.84,3
1617,United Way of Yellowstone County,95.0,4
1618,United Way of Missoula County,76.0,2
1619,United Way of Cascade County,67.51,1
1620,Northwest Montana United Way,89.49,3
1621,Boys & Girls Clubs of Yellowstone County,93.74,4
1622,"Boy Scouts of America, Montana Council",97.5,4
1623,Special Olympics Montana,89.42,3
1624,Northern Plains Resource Council,100.0,4
1625,Watson Children's Shelter,94.2,4
1626,Greater Gallatin United Way,75.0,2
1627,"Haven, Montana",85.77,3
1628,Property and Environment Research Center,82.83,3
1629,Flathead Food Bank,90.7,4
1630,Greater Yellowstone Coalition,92.82,4
1631,Missoula Food Bank,95.0,4
1632,Montana Food Bank Network,95.0,4
1633,Rocky Mountain Elk Foundation,95.0,4
1634,Boone and Crockett Club,92.45,4
1635,American Civil Liberties Union of Montana Foundation,95.24,4
1636,Montana Community Foundation,67.59,1
1637,McLaughlin Research Institute for Biomedical Sciences,67.75,1
1638,Camp Mak-A-Dream,94.68,4
1639,Missoula Art Museum,71.99,2
1640,National Institute on Money in State Politics,85.0,3
1641,Rebecca Farm,88.31,3
1642,Orphan's Lifeline of Hope International,86.17,3
1643,Yellowstone to Yukon Conservation Initiative,97.44,4
1644,C.M. Russell Museum,74.2,2
1645,Great Falls Rescue Mission,91.56,4
1646,Yellowstone Art Museum ,80.51,3
1647,United Way of the Lewis and Clark Area,80.0,3
1648,Center for People in Need,82.5,3
1649,Heartland Hope Mission,97.5,4
1650,Wounded Warriors Family Support,89.51,3
1651,Community Health Charities of Nebraska,75.0,2
1652,The Arbor Day Foundation,77.07,2
1653,Nebraska Humanities Council,72.96,2
1654,Northstar Foundation,94.27,4
1655,Orphan Grain Train,100.0,4
1656,Father Flanagans Boys Home Group Return,78.97,2
1657,Omaha Habitat for Humanity,88.11,3
1658,Stephen Center,95.0,4
1659,Foundation for Lincoln Public Schools,96.43,4
1660,Father Flanagan's Trust Fund,78.97,2
1661,Matt Talbot Kitchen & Outreach,88.41,3
1662,Hfho Real Estate Holdings Inc.,88.11,3
1663,The Omaha Home for Boys,76.11,2
1664,YMCA of Greater Omaha,95.0,4
1665,"United Way of the Midlands, Nebraska",75.0,2
1666,Boys Town,78.97,2
1667,Catholic Charities of the Archdiocese of Omaha,77.82,2
1668,Capital Humane Society,88.63,3
1669,United Way of Lincoln and Lancaster County,77.86,2
1670,People's City Mission,81.49,3
1671,Nebraska Humane Society,93.34,4
1672,Urban League of Nebraska,88.82,3
1673,Joslyn Art Museum,96.21,4
1674,Jewish Federation of Omaha,100.0,4
1675,Omaha Community Playhouse,75.22,2
1676,Back to the Bible,74.5,2
1677,"Christian Record Services, Inc.",77.85,2
1678,"Open Door Mission, Omaha",87.31,3
1679,Big Brothers Big Sisters of the Midlands,89.11,3
1680,Boys & Girls Clubs of the Midlands,95.19,4
1681,Heartland United Way,89.82,3
1682,Omaha's Henry Doorly Zoo,100.0,4
1683,Nebraska Lutheran Outdoor Ministries,88.38,3
1684,Special Olympics Nebraska,82.1,3
1685,"Cedars Youth Services, Inc.",89.1,3
1686,Girls Inc. of Omaha,98.94,4
1687,Youth Emergency Services,84.9,3
1688,Together Omaha,99.82,4
1689,Siena Francis House,95.25,4
1690,Museum of Nebraska Art,82.09,3
1691,Friendship Home of Lincoln,96.3,4
1692,Food Bank for the Heartland,90.95,4
1693,Food Bank of Lincoln,87.5,3
1694,Bemis Center for Contemporary Arts,88.55,3
1695,Abide,59.54,1
1696,Lauritzen Gardens,72.21,2
1697,Make-A-Wish Foundation of Nebraska,88.8,3
1698,Crossroads Center,92.15,4
1699,The Praise Network,90.13,4
1700,Lincoln Children's Museum,70.71,2
1701,Grand Island Public Schools Foundation,90.0,4
1702,BLUEBARN Theatre,88.17,3
1703,Catholic Social Services of Southern Nebraska,82.5,3
1704,Ronald McDonald House Charities in Omaha,83.45,3
1705,Nebraska AIDS Project,90.0,4
1706,Project Harmony,100.0,4
1707,City Impact,77.56,2
1708,Hope Center for Kids,87.99,3
1709,Omaha Performing Arts,95.0,4
1710,Spread the Word Nevada,95.13,4
1711,Las Vegas Rescue Mission,77.68,2
1712,Goodwill of Southern Nevada,70.0,2
1713,Nevada Public Radio Corporation,71.94,2
1714,Three Square,95.12,4
1715,Boys & Girls Clubs of Elko,66.64,1
1716,Society for the Protection of New Hampshire Forests,95.53,4
1717,The Granite YMCA,89.51,3
1718,YMCA of Greater Nashua,63.01,1
1719,New Hampshire Association for the Blind,82.12,3
1720,Mount Washington Observatory,72.27,2
1721,Monadnock United Way,89.42,3
1722,The Pope Memorial SPCA of Concord-Merrimack County,83.65,3
1723,Boys & Girls Clubs of Central New Hampshire,93.85,4
1724,Strawbery Banke Museum,81.33,3
1725,New Hampshire Public Radio,86.87,3
1726,The Gibson Center for Senior Services,72.55,2
1727,Nashua Soup Kitchen & Shelter,92.89,4
1728,Make-A-Wish Foundation of New Hampshire,88.74,3
1729,CATCH Neighborhood Housing,77.89,2
1730,Boys & Girls Club of Souhegan Valley,93.11,4
1731,New Hampshire SPCA,89.9,3
1732,New Hampshire Audubon,80.07,3
1733,Monadnock Humane Society,81.65,3
1734,New Hampshire Charitable Foundation,88.94,3
1735,Granite United Way,81.69,3
1736,New Hampshire Humane Society,85.45,3
1737,United Way of Greater Nashua,92.5,4
1738,Evangelistic Association of New England,86.75,3
1739,The MacDowell Colony,76.42,2
1740,Cross Roads House,92.94,4
1741,David's House,72.18,2
1742,FIRST,95.0,4
1743,Harris Center for Conservation Education,100.0,4
1744,Special Olympics New Hampshire,72.48,2
1745,LISTEN Community Services,92.11,4
1746,The Cousteau Society,62.3,1
1747,Upper Valley Humane Society,83.6,3
1748,Girls Inc. of New Hampshire,85.09,3
1749,The Water Project,96.1,4
1750,Grassroot Soccer,99.0,4
1751,NHSPCA Trust,89.9,3
1752,Adler Aphasia Center,85.12,3
1753,Radio Visión Cristiana,66.89,1
1754,New York City Relief/The Relief Bus,78.87,2
1755,Mesorah Heritage Foundation,99.4,4
1756,American Friends of Yad Eliezer,92.5,4
1757,OneFamily Fund,82.88,3
1758,Rising Tide Capital,90.15,4
1759,United States Golf Association,89.94,3
1760,Learning Ally,83.23,3
1761,Kidney & Urology Foundation of America,74.87,2
1762,Tomorrows Children's Fund,78.12,2
1763,Contemplative Outreach,74.91,2
1764,American Friends of Rabbinical College of Telzstone,79.09,2
1765,Covenant House New Jersey,90.25,4
1766,Aish New York,72.65,2
1767,BLESS USA,78.62,2
1768,Jewish Foundation for the Righteous,83.22,3
1769,National Police Defense Foundation,76.28,2
1770,Parkinson's Unity Walk,55.96,1
1771,Worldwide Orphans Foundation,78.77,2
1772,Charity Navigator,89.24,3
1773,Sharsheret,96.7,4
1774,American Friends of Leket Israel,88.33,3
1775,Jewish Federation of Atlantic and Cape May Counties,85.37,3
1776,Boys & Girls Club of Mercer County,84.62,3
1777,Jewish Family & Children's Service of Greater Mercer County,87.5,3
1778,"Garden State Council, Boy Scouts of America",73.55,2
1779,Boy Scouts of America Monmouth Council,87.6,3
1780,Uih Family Partners,76.19,2
1781,The Watershed Institute,95.35,4
1782,Rescue Mission of Trenton,95.0,4
1783,Monmouth County SPCA,85.42,3
1784,Goodwill Industries of Southern NJ and Philadelphia,83.73,3
1785,United Way of Greater Mercer County,84.02,3
1786,Boys & Girls Club of Monmouth County,91.88,4
1787,Woodrow Wilson National Fellowship Foundation,87.5,3
1788,America's Keswick,86.52,3
1789,McCarter Theatre Center for the Performing Arts,92.7,4
1790,American Repertory Ballet,79.0,2
1791,United Way of Gloucester County,87.58,3
1792,Camp Nejeda Foundation,95.46,4
1793,Associated Humane Societies,82.59,3
1794,Goodwill Rescue Mission,65.11,1
1795,United Way of Hudson County,72.04,2
1796,Jewish Federation of Greater Metrowest NJ,93.31,4
1797,United Way of Northern New Jersey,79.05,2
1798,Newark Museum,75.29,2
1799,Jewish Family Service Agency of Central New Jersey,77.5,2
1800,Metropolitan YMCA of the Oranges,98.34,4
1801,Montclair Art Museum,78.48,2
1802,The Jewish Federation in the Heart of New Jersey,92.25,4
1803,Morris Museum,83.84,3
1804,United Way of Central Jersey,87.5,3
1805,New Jersey Audubon Society,77.6,2
1806,The Seeing Eye,79.58,2
1807,New Jersey Symphony Orchestra,78.64,2
1808,St. Hubert's Animal Welfare Center,97.5,4
1809,SAGE Eldercare,82.5,3
1810,United States Equestrian Team Foundation,87.0,3
1811,"Jewish Federation of Somerset, Hunterdon & Warren Counties",78.6,2
1812,"National Council of Jewish Women, Essex County Section",89.26,3
1813,Jewish Family Service of Metrowest New Jersey,78.4,2
1814,Jewish Community Foundation of MetroWest New Jersey,93.31,4
1815,Animal Welfare Association,82.88,3
1816,Junior Achievement of New Jersey,80.79,3
1817,United Way of Monmouth and Ocean Counties,73.48,2
1818,Summit Speech School,71.15,2
1819,Gottesman RTW Academy,97.5,4
1820,WheatonArts and Cultural Center,78.57,2
1821,United Way of Greater Union County,83.24,3
1822,Multiple Sclerosis Association of America,61.12,1
1823,The Shakespeare Theatre of New Jersey,88.45,3
1824,Hemophilia Association of New Jersey,79.17,2
1825,American Civil Liberties Union of New Jersey Foundation,88.15,3
1826,Education Law Center,83.89,3
1827,Talmudic Research Center of Northern New Jersey,97.5,4
1828,Big Brothers Big Sisters of Coastal and Northern New Jersey,84.9,3
1829,The Valerie Fund,91.47,4
1830,WBGO,79.96,2
1831,Jewish Family & Children's Service of Greater Monmouth County,91.92,4
1832,Jersey Battered Women's Service,97.65,4
1833,Trinity Counseling Service,65.58,1
1834,Center for Food Action in New Jersey,84.62,3
1835,Jewish Family Services of Middlesex County,85.0,3
1836,Community Foundation of New Jersey,97.5,4
1837,"The Blue Army of Our Lady of Fatima, U.S.A.",93.74,4
1838,Liberty Science Center,96.74,4
1839,Princeton Symphony Orchestra,97.74,4
1840,Tri-County Scholarship Fund,96.87,4
1841,Several Sources Shelters,86.18,3
1842,RWJ University Hospital Foundation,86.34,3
1843,Trenton Area Soup Kitchen,95.74,4
1844,Great Swamp Watershed Association,94.45,4
1845,Arts Horizons,57.14,1
1846,Community FoodBank of New Jersey,86.41,3
1847,Eva's Village,95.0,4
1848,Ronald McDonald House of Southern New Jersey,89.05,3
1849,United Way of Hunterdon County,83.05,3
1850,Share & Care Foundation,89.69,3
1851,Make-A-Wish Foundation of New Jersey,84.28,3
1852,"Homeless Solutions, Inc.",80.06,3
1853,Center for Civic Policy,99.48,4
1854,The Notah Begay III Foundation,86.93,3
1855,New Mexico BioPark Society,63.33,1
1856,United Way of Northern New Mexico,75.0,2
1857,International Folk Art Alliance,86.31,3
1858,American Indian Science and Engineering Society,87.77,3
1859,Boys & Girls Clubs of Central New Mexico,85.69,3
1860,Navajo Ministries,75.68,2
1861,School for Advanced Research,79.66,2
1862,The Santa Fe Opera,87.59,3
1863,United Way of Santa Fe County,94.17,4
1864,Albuquerque Museum Foundation,80.56,3
1865,Museum of New Mexico Foundation,95.98,4
1866,Animal Humane New Mexico,85.76,3
1867,Hosanna/Faith Comes By Hearing,96.3,4
1868,Santa Fe Chamber Music Festival,80.3,3
1869,New Mexico Museum of Natural History Foundation,68.42,1
1870,Special Olympics New Mexico,73.15,2
1871,United Way of Central New Mexico,82.5,3
1872,Roadrunner Food Bank of New Mexico,85.25,3
1873,Ronald McDonald House Charities of New Mexico,85.58,3
1874,Albuquerque Community Foundation,82.76,3
1875,Santa Fe Institute,85.37,3
1876,Make-A-Wish Foundation of New Mexico,90.25,4
1877,Center for Action and Contemplation,85.28,3
1878,Greater Albuquerque Habitat for Humanity,86.53,3
1879,Santa Fe Botanical Garden,80.95,3
1880,Santa Fe Art Institute,80.26,3
1881,Española Humane,93.94,4
1882,WildEarth Guardians,89.32,3
1883,SITE Santa Fe,89.52,3
1884,The Food Depot,97.5,4
1885,DreamSpring,90.0,4
1886,NDI New Mexico,83.47,3
1887,Bioneers,88.03,3
1888,Georgia O'Keeffe Museum,72.09,2
1889,Lensic Performing Arts Center,90.51,4
1890,New Mexico Wilderness Alliance,96.21,4
1891,Iranian American Jewish Federation of New York,100.0,4
1892,Democracy Now!,100.0,4
1893,"Comic Relief, Inc.",87.5,3
1894,National Medical Fellowships,84.1,3
1895,Stephen Siller Tunnel to Towers Foundation,97.5,4
1896,Pajama Program,97.41,4
1897,Haitian Education & Leadership Program,80.32,3
1898,Women's Link Worldwide Inc.,84.58,3
1899,The Joe Torre Safe At Home Foundation,83.1,3
1900,American Friends of Chabad of Thailand,68.79,1
1901,Bivona Child Advocacy Center,98.32,4
1902,EMpower,88.71,3
1903,World Animal Protection,73.1,2
1904,Arts Empowering Life,97.5,4
1905,American Friends of Nishmat,86.55,3
1906,GLSEN,74.76,2
1907,Per Scholas,91.24,4
1908,ICNA Relief USA,95.0,4
1909,Bermuda Institute of Ocean Sciences,96.54,4
1910,Pegasus Therapeutic Riding,81.11,3
1911,Trickle Up,93.71,4
1912,United Way of Dutchess-Orange Region,90.32,4
1913,The American Classical Orchestra,87.6,3
1914,Student Leadership Network,92.12,4
1915,Community Foundation of Orange County,84.73,3
1916,Friends of the Children NY,83.91,3
1917,HonestReporting.com,95.0,4
1918,Getting Out and Staying Out,92.82,4
1919,Urban Assembly,67.41,1
1920,Brooklyn Historical Society,85.65,3
1921,Edith and Carl Marks Jewish Community House of Bensonhurst,96.83,4
1922,YMCA of Long Island,89.68,3
1923,Grenville Baker Boys & Girls Club,84.54,3
1924,North Shore Animal League America,77.45,2
1925,Brooklyn Museum,86.69,3
1926,Guide Dog Foundation for the Blind,86.9,3
1927,Planting Fields Foundation,77.28,2
1928,The Parrish Art Museum,79.37,2
1929,Long Island Council on Alcoholism & Drug Dependence,72.61,2
1930,Children's Bible Fellowship of New York,82.0,3
1931,Cold Spring Harbor Laboratory,94.96,4
1932,New York Hall of Science,89.94,3
1933,Boys & Girls Club of Oyster Bay - East Norwich,89.59,3
1934,Brooklyn Academy of Music,79.37,2
1935,Bayith Lepleitot,70.0,2
1936,Advocates for Children of New York,92.11,4
1937,Brooklyn Botanic Garden,90.19,4
1938,Hineni,83.74,3
1939,Landmark on Main Street,87.56,3
1940,Planned Parenthood Hudson Peconic,89.84,3
1941,Fifth Avenue Committee,88.09,3
1942,ParentChild+,97.5,4
1943,Brooklyn Teen Challenge,96.5,4
1944,The Museum of Chinese in America,77.1,2
1945,Dystrophic Epidermolysis Bullosa Research Association of America (debra of America),89.29,3
1946,Long Island Cares,88.02,3
1947,INCLUDEnyc,87.71,3
1948,Committee for Hispanic Children & Families,78.34,2
1949,FDNY Foundation,93.04,4
1950,Chofetz Chaim Heritage Foundation,80.78,3
1951,Make-A-Wish Foundation of Metro New York and Western New York,77.95,2
1952,Fund for Public Schools,87.5,3
1953,Jewish Community Council of Greater Coney Island,85.0,3
1954,"Make-A-Wish Foundation of Suffolk County, NY",90.74,4
1955,The INN,89.51,3
1956,Museum of the Moving Image,74.07,2
1957,National Association of Scholars,98.14,4
1958,Ronald McDonald House Charities New York Metro,85.72,3
1959,The Life Center of Long Island,77.38,2
1960,Habitat for Humanity of Suffolk Inc,93.56,4
1961,Prospect Park Alliance,79.92,2
1962,The Long Island Alzheimer's and Dementia Center,91.1,4
1963,Chai Lifeline,85.91,3
1964,Nassau County Museum of Art,82.8,3
1965,Long Island Children's Museum,80.37,3
1966,Brooklyn Youth Chorus Academy,81.05,3
1967,Hamptons International Film Festival,89.76,3
1968,Island Harvest,88.22,3
1969,The Boomer Esiason Foundation,86.38,3
1970,Classroom Central,100.0,4
1971,East Coast Greenway,97.5,4
1972,Center for Teaching Quality,74.32,2
1973,American Dance Festival,87.56,3
1974,National MPS Society,98.82,4
1975,The V Foundation,94.45,4
1976,American Kennel Club Canine Health Foundation,96.95,4
1977,Samaritan's Feet,90.0,4
1978,Rise Against Hunger,85.0,3
1979,National Inclusion Project,87.88,3
1980,Hagar USA,66.47,1
1981,24 Foundation,84.42,3
1982,Ronald McDonald House of Charlotte,81.62,3
1983,Chordoma Foundation,87.4,3
1984,Global Service Network,95.0,4
1985,Brother Wolf Animal Rescue,92.07,4
1986,Wine To Water,77.65,2
1987,National Association of Police Athletic/Activities League,85.0,3
1988,Swim Across America,95.0,4
1989,Free The Kids,95.0,4
1990,Christian Research Institute,71.24,2
1991,Forsyth Humane Society,88.37,3
1992,North Carolina Museum of Art Foundation,75.4,2
1993,American Whitewater,95.83,4
1994,Greensboro Jewish Federation,100.0,4
1995,Crisis Control Ministry,85.0,3
1996,United Way of Forsyth County - NC,74.23,2
1997,Heart for Lebanon Foundation,97.12,4
1998,Military Missions in Action,92.5,4
1999,"Put On The BRAKES,  B.R.A.K.E.S.",95.0,4
2000,Purple Heart Homes,79.71,2
2001,Capitol Commission,79.34,2
2002,MiracleFeet,95.75,4
2003,North Carolina Opera,78.68,2
2004,United Way of Cass-Clay,99.35,4
2005,YWCA Cass Clay,98.49,4
2006,Northlands Rescue Mission,85.3,3
2007,Prairie Public Broadcasting,85.81,3
2008,Ronald McDonald House Charities of the Red River Valley,83.81,3
2009,North Dakota Museum of Art,96.56,4
2010,Missouri Slope Areawide United Way,97.5,4
2011,Friends of Chimbote,79.05,2
2012,Delta Waterfowl Foundation,88.78,3
2013,Maltz Museum of Jewish Heritage,92.19,4
2014,Remember Nhu,97.5,4
2015,Honor Flight Network,95.68,4
2016,Flying Horse Farms,68.71,1
2017,Fugees Family,85.2,3
2018,Restavek Freedom,98.32,4
2019,Humane Society of Summit County,78.55,2
2020,May Dugan Center,90.0,4
2021,The King Arts Complex,88.65,3
2022,Circle Health Services,86.24,3
2023,The Centers for Families and Children,83.36,3
2024,United Way of Medina County,84.84,3
2025,FreeStore FoodBank,91.34,4
