,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
933,"Founded in 1946, Church World Service is a faith-based organization transforming communities around the globe through just and sustainable responses to hunger, poverty, displacement and disasters. CWS meets disaster relief and recovery needs, facilitates sustainable social and economic development, provides assistance and resettlement services to refugees and helps address the root causes of hunger. A cooperative ministry of 37 Christian denominations and communions, CWS sponsors community-wide CROP Hunger Walks across the U.S. to raise awareness and fund to help end hunger locally and globally.","Transform communities around the globe through just & sustainable responses to hunger, poverty, displacement & disasters",Church World Service,International,7,Development and Relief Services,20,Elkhart,IN,46515,85.69,3,,97,4,"International, Foreign Affairs and National Security",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),International Relief,Contributions are deductible,501(c)(3),30808727.0,73964335.0,80.0,3
934,"Founded in 2003, the mission of the Tony Stewart Foundation is to provide grant funding to well-qualified organizations serving children who are critically ill or physically disabled; animals at-risk or endangered; and drivers injured in the sport of motor racing.",Together we can Accelerate Change,Tony Stewart Foundation,Education,3,Scholarship and Financial Support,37,Brownsburg,IN,46112,70.42,2,,64,1,Human Services - Multipurpose and Other,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Human Service Organizations - Multipurpose,Contributions are deductible,501(c)(3),2817088.0,1218002.0,78.7,2
935,"Sozo International empowers the most disadvantaged individuals and communities by coordinating and implementing transformational development through health care, education, and economic initiatives. ""Sozo"" means, ""to save, to heal, to rescue from danger or destruction."" Sozo International formed in 2002, in response to the opportunity presented by the liberation of Afghanistan, shortly after September 11, 2001. Sozo International aims to reach the most impoverished people in identifiable communities where war and natural disaster have wreaked havoc. They provide emergency and ongoing relief for internally displaced people (IDP) and encourages development aimed at changing the day-to-day existence of people in need as well as providing hope for their future.",Strengthening communities through transformational development,SOZO International,International,7,Development and Relief Services,20,Evansville,IN,47716,78.68,2,,78,2,"International, Foreign Affairs and National Security",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),International Relief,Contributions are deductible,501(c)(3),63819.0,1062184.0,79.4,2
936,"Great schools are transformative. They improve the lives of the students they serve and create new possibilities for the communities where they are located.<br><br>At The Mind Trust, we aim to provide every student in Indianapolis with access to a high-quality, world-class education. We do this by recruiting and developing talented, innovative educators, launching high-quality schools with the conditions for success and engaging neighborhoods and communities to help lead education innovation.<br><br>Our Beliefs<br>Children - no matter their background or circumstances - can excel under the right conditions.<br>Great teachers and school leaders are the most important ingredients for student success.<br>Great schools have the autonomy to innovate and make decisions at the school and classroom levels.<br>Great schools are held accountable for achieving excellent results for their students.<br>Neighborhoods and communities must help lead educational innovation and transformation",Great schools. Innovative ideas. Every student.,The Mind Trust,Education,3,Education Policy and Reform,41,Indianapolis,IN,46202,95.05,4,,93,4,Educational Institutions and Related Activities,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organizations operated solely for the benefit of and in conjunction with organizations described in 10 through 16 above.  509(a)(3),Research Institutes and/or Public Policy Analysis ,Contributions are deductible,501(c)(3),22651490.0,20265397.0,100.0,4
937,"Pre-Born's mission is to glorify Jesus Christ by leading and equipping pregnancy clinics to save more babies and souls. We partner with life-affirming pregnancy clinics all across the nation. We are designed to strategically impact the abortion industry through the following initiatives: prayer initiatives, equipping pregnancy clinics, and evangelism training.",Save babies and souls.,Mission Pre-Born,Health,5,Treatment and Prevention Services,12,Indianapolis,IN,46278,86.56,3,,81,3,,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),,Contributions are deductible,501(c)(3),7501502.0,7883741.0,100.0,4
938,"Founded in 2007, ASDF helps meet the needs of children and families affected by autism. The cost of services, treatment and care for a child affected by autism take a heavy toll on a family's budget. Families make great sacrifices and often compromise and prioritize basic family needs to provide their children with the therapies, schooling and medical treatment necessary to improve their quality of life. There are an abundance of resources on autism trends, treatments and research available, but the financial burdens autism families face tend to get overlooked. ASDF works with families and autism-specific organizations to take some of the financial burden off their shoulders. By providing funding for various programs that benefit an autistic child's specific needs, ASDF lets families know they are not alone in their efforts and gives them hope for the future.",Supporting children with an autism spectrum disorder,Autism Spectrum Disorder Foundation,Health,5,"Diseases, Disorders, and Disciplines",13,Schererville,IN,46375,23.84,0,,60,1,"Diseases, Disorders, Medical Disciplines",Educational Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Autism,Contributions are deductible,501(c)(3),7767.0,1655027.0,0.0,0
939,"The Indianapolis Public Library Foundation supports and enhances programs, services and facilities of The Indianapolis Public Library and its partnerships in lifelong learning initiatives that benefit a diverse community. While tax dollars support basic library expenses such as staff salaries and building upkeep, a need exists to develop and maintain quality programs and services for people in our community. The Library Foundation's support delivers, in part or in whole, many of these important initiatives that patrons have grown to know and appreciate through the generations.",Supporting the Indianapolis-Marion County Public Library,The Indianapolis Public Library Foundation,"Arts, Culture, Humanities",2,"Libraries, Historical Societies and Landmark Preservation",6,Indianapolis,IN,46206,86.13,3,,96,4,Educational Institutions and Related Activities,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Single Organization Support ,Contributions are deductible,501(c)(3),22599783.0,5437988.0,80.81,3
940,"Sports World, Inc. sends former professional athletes to share personal life experiences with students, helping them to recognize the consequences of their choices while challenging them with the message of hope. For over 40 years, the Sports World program is proven to help students make positive choices and to get help for their problems. After each program, students are encouraged to seek help from school counselors and adults they trust for issues such as suicidal thoughts, drug and alcohol use, and abusive relationships. The Pro Speakers challenge students to set positive goals and take responsibility for their choices.","You're not born a WINNER, you're not born a LOSER, you're born a CHOOSER!","Sports World, Inc.",Religion,9,Religious Activities,26,Indianapolis,IN,46239,64.33,1,,78,2,,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),,Contributions are deductible,501(c)(3),73828.0,1067074.0,54.61,0
941,"FAME exists to spread the fame of Jesus Christ to all nations through medical evangelism. FAME seeks to lead people to Christ and meet real physical needs by partnering with other mission organizations to deliver a unique combination of medical mission services providing: desperately needed medical facilities; life saving and sustaining medicines and medical supplies; and hands-on care through medically focused short-term mission teams. With the needs of many missionaries continuing to grow, FAME is available to be used by God as a conduit for medicine, funding, and the sending of medical personnel on short-term trips where they are needed most. FAME is committed to coming alongside missionaries and mission organizations to help provide oversight for the medical aspect of things in order that the door may be opened wide for the message of the Gospel.",Partnering in medical evangelism,FAME,International,7,Development and Relief Services,20,Indianapolis,IN,46203,81.56,3,,96,4,,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),,Contributions are deductible,501(c)(3),1510189.0,1674177.0,74.24,2
942,"Lake Area United Way fights for the health, education, and financial stability of every person in our community, which we believe are essential to a productive and successful life. We do that by mobilizing individuals, engaging organizations, and applying resources within our community work.",Live United,Lake Area United Way,Community Development,10,United Ways,42,Griffith,IN,46319,76.65,2,,93,4,"Philanthropy, Voluntarism and Grantmaking Foundations",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Fund Raising Organizations That Cross Categories,Contributions are deductible,501(c)(3),2406633.0,2442508.0,67.74,1
943,"The mission of Fort Wayne Public Television, PBS39 WFWA-DT is to provide high quality telecommunications services which enhance the quality of life in the communities we serve through educational, informational, cultural and entertaining programs and services. We strive to: complement the educational opportunities for individuals of all ages; reinforce the joy of learning in children; promote awareness, appreciation and understanding of liberal arts fields of science, nature, history and the fine and performing arts; prompt informed thought and present alternative perspectives about public affairs; build a sense of community by addressing current local and statewide topics; and to serve as a unique entertainment alternative which differs in character and content from routine commercial broadcast services.",Northeast Indiana's PBS station,Fort Wayne Public Television,"Arts, Culture, Humanities",2,Public Broadcasting and Media,5,Fort Wayne,IN,46805,91.53,4,,100,4,"Arts, Culture and Humanities",Educational Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).","Organization that normally receives no more than one-third of its support from gross investment income and unrelated business income and at the same time more than one-third of its support from contributions, fees, and gross receipts related to exempt purposes.  509(a)(2)",Television,Contributions are deductible,501(c)(3),4726473.0,3188821.0,88.03,3
944,"Middle Way House envisions a community where individuals live free from violence and the threat of violence; a community characterized by equality across the gender spectrum and social and economic justice; a community where everyone's contribution is honored and individual and group differences are valued; a community where everyone is adequately fed, housed, educated and employed; a community that provides opportunities for meaningful participation, personal growth, and creative expression. Our purpose includes meeting the specific housing, employment, and service needs of abused women and their children, as well as offering a comprehensive range of services responsive to individual needs and differences. We raise awareness of violence against women, provide information about the cycle of violence and available remedies, and encourage sensitive and appropriate responses to victims of violence.",Implementing and sustaining meaningful alternatives to living with violence.,Middle Way House,Human Services,6,Social Services,29,Bloomington,IN,47402,88.7,3,,85,3,Human Services - Multipurpose and Other,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),"Family Violence Shelters, Services",Contributions are deductible,501(c)(3),8319358.0,1933184.0,94.49,4
945,"Established in 1973, International Disaster Emergency Service (IDES) brings glory to God by offering help and hope to our hurting world.<br><br>I.D.E.S. seeks to meet the physical and spiritual needs of suffering people throughout the world in the name of Jesus.<br><br>We work in partnership with Christian Churches / Churches of Christ in the U.S. and their missionaries overseas.<br><br>Our projects fall into one of five ""Focus Areas"": Disaster assistance, Hunger relief, Medical care, Development, and Evangelism. <br><br>Nearly all our projects touch on the priority of caring for the poor, the sick, the hungry and the homeless (see Matthew 25:31ff) . This is at the center of our mission and purpose.",Offering help and hope to a hurting world,International Disaster Emergency Service,International,7,Development and Relief Services,20,Noblesville,IN,46062,96.59,4,,100,4,"International, Foreign Affairs and National Security",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),International Relief,Contributions are deductible,501(c)(3),5794399.0,5359767.0,95.18,4
946,"The Crown Point Community Foundation is an endowment builder, a grant maker and a community connector. The Foundation works with donors to create charitable endowments that provide grants to our community. The Crown Point Community Foundation helps you make good things happen, today, tomorrow and long into the future. CPCF's mission is enriching the quality of life in South Lake County.",Giving together,Crown Point Community Foundation,Community Development,10,Community Foundations,22,Crown Point,IN,46307,85.81,3,,92,4,"Philanthropy, Voluntarism and Grantmaking Foundations",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Community Foundations,Contributions are deductible,501(c)(3),29739871.0,14001542.0,81.61,3
947,"Northwest Indian Public Broadcasting builds a strong sense of community for the residents of Northwest Indiana by being the leading force in connecting people, ideas, and information through multiple ongoing media and outreach activities.","The catalyst that makes Northwest Indiana a vibrant, informed and thriving place to live and work",Northwest Indiana Public Broadcasting,"Arts, Culture, Humanities",2,Public Broadcasting and Media,5,Merrillville,IN,46410,72.99,2,,89,3,"Arts, Culture and Humanities",Educational Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Television,Contributions are deductible,501(c)(3),3523738.0,2753969.0,63.43,1
948,"Alternatives Incorporated of Madison County strives to eradicate family violence in all its facets through education, prevention, and intervention in Central Indiana. Alternatives philosophy is all persons have the right to live in a loving, caring, safe and secure environment. We support victims through the initial crisis with the ultimate strategy of helping them achieve abuse-free and financially independent lives. In recognition of the complex needs of victims, we draw upon the resources of local communities to support victims in their quest for peace and security.",Working to end domestic and sexual violence,Alternatives Incorporated of Madison County,Human Services,6,Social Services,29,Anderson,IN,46015,92.38,4,,96,4,,Literary Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),,Contributions are deductible,501(c)(3),3178483.0,1292586.0,90.0,4
949,"Keep Indianapolis Beautiful (KIB) is a community-based environmental nonprofit with a mission to create vibrant public places, helping people and nature thrive. We're an award-winning, volunteer-driven affiliate of Keep America Beautiful.<br><br>KIB works with neighbors and volunteers to plant trees and native<br>landscapes, create community spaces, pick up litter, and engage kids and adults of all ages in nature.<br><br>Each year, KIB supports about 800 community projects with nearly 15,000 volunteers. For over 40 years, we've partnered with neighborhoods, the City of Indianapolis, and Indianapolis community groups and businesses to achieve our vision of a beautiful city that is loved and cared for.",Helping people and nature thrive,"Keep Indianapolis Beautiful, Inc.",Environment,4,Environmental Protection and Conservation,11,Indianapolis,IN,46203,90.27,4,,93,4,"Environmental Quality, Protection and Beautification ",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Environmental Beautification and Aesthetics,Contributions are deductible,501(c)(3),4477417.0,3465807.0,88.16,3
950,"Trinity Broadcasting of Indiana produces and broadcasts religious television programs in Indiana and provides low cost broadcasting to other non-affiliated organizations that also spread the Gospel to the world. Trinity Broadcasting Network (TBN) is now the world's largest Christian television network. Across America and around the world TBN is carried by TV stations and cable systems to millions of homes. TBN is featured on over 5,000 television stations, 33 satellites, the Internet and thousands of cable systems around the world.",Spreading the Gospel to the world,Trinity Broadcasting of Indiana,Religion,9,Religious Media and Broadcasting,25,Greenwood,IN,46143,73.3,2,,63,1,"Religion-Related, Spiritual Development",Educational Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Religious Television,Contributions are deductible,501(c)(3),216026.0,3866917.0,92.5,4
951,"Food Finders Food Bank collaborates with other organizations to provide food for those in need and to educate, advocate and address food insecurity in North Central Indiana.","Fighting hunger, giving hope",Food Finders Food Bank,Human Services,6,"Food Banks, Food Pantries, and Food Distribution",18,Lafayette,IN,47904,92.02,4,,89,3,"Food, Agriculture and Nutrition",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),"Food Banks, Food Pantries",Contributions are deductible,501(c)(3),7783721.0,17253785.0,97.5,4
952,"Founded in 1995, Science Central was originally incorporated by a group of teachers, parents, engineers, and community/business leaders who wanted to see the creation of a local science discovery center. Science Central became Indiana's first hands-on science center and is now a regional resource that provides inspiring and fun hands-on science education for people of all ages.",A catalyst for learning,Science Central,"Arts, Culture, Humanities",2,Museums,3,Fort Wayne,IN,46805,88.22,3,,89,3,"Arts, Culture and Humanities",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).","Organization that normally receives no more than one-third of its support from gross investment income and unrelated business income and at the same time more than one-third of its support from contributions, fees, and gross receipts related to exempt purposes.  509(a)(2)","Museum, Museum Activities",Contributions are deductible,501(c)(3),5565219.0,2008350.0,87.49,3
953,The mission of Life Centers is to affirm the value of life by providing a network of care to those experiencing pregnancy related decisions and by compassionately presenting biblical truth resulting in changed lives to the glory of God. ,We choose compassion,Life Centers,Human Services,6,Children's and Family Services,17,Indianapolis,IN,46268,80.56,3,,81,3,Health - General and Rehabilitative,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Reproductive Health Care Facilities and Allied Services,Contributions are deductible,501(c)(3),1277338.0,1716624.0,80.14,3
954,"Community Harvest Food Bank of Northeast Indiana was incorporated in 1983 as a charitable organization to provide free, immediate food assistance to those in need in northeast Indiana. Community Harvest's mission is to alleviate hunger through the full use of donated food and other resources, and to increase public awareness of and involvement in solutions to hunger. In pursuit of this mission, Community Harvest solicits surplus food and grocery donations from the food industry, regional farmers, and through community food drives. The food is sorted, inspected for quality, and readied for distribution to the hungry via a member agency network of nearly 400 nonprofit pantries, churches, and social service agencies. These agencies include such vital services as emergency food pantries, soup kitchens, shelters, rehabilitation centers, youth and older adult programs.",Seeking to alleviate hunger through the full use of donated food and other resources,Community Harvest Food Bank of Northeast Indiana,Human Services,6,"Food Banks, Food Pantries, and Food Distribution",18,Fort Wayne,IN,46816,97.14,4,,96,4,"Food, Agriculture and Nutrition",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),"Food Banks, Food Pantries",Contributions are deductible,501(c)(3),11763895.0,24507074.0,99.42,4
955,"Our mission is to provide help for today by feeding the hungry and hope for tomorrow by addressing the causes of food insecurity while empowering people toward self-sufficiency. Second Harvest Food Bank of East Central Indiana was founded in 1983 and we haven't stopped fighting hunger since. As a non-profit organization, funded by philanthropic and community support, we're devoted to feeding the hungry, advocating for those with food insecurity and providing nutrition education. We fight hunger by working with partner agencies, local schools, corporate partners and a wide network of volunteers to serve hundreds of people each week. Our vision is to see people in East Central Indiana free from hunger and self-sufficient.",Help for Today.  Hope for Tomorrow.,Second Harvest Food Bank of East Central Indiana,Human Services,6,"Food Banks, Food Pantries, and Food Distribution",18,Muncie,IN,47303,91.36,4,,93,4,"Food, Agriculture and Nutrition",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),"Food Banks, Food Pantries",Contributions are deductible,501(c)(3),5741503.0,15421360.0,90.0,4
956,"The team here at the Community Foundation is deeply passionate about Grant County. We believe we can be the best in the world at improving the quality of life right here where we live. We know that the more our economic engine is primed, the more impact we can make. So, we use our mission, as all quality organizations should, to guide and direct decisions…all of our decisions. The mission of the Community Foundation of Grant County is to connect people, resources, and causes to promote sustainable impact towards the betterment of Grant County.","Connecting people, resources, and causes to promote sustainable impact towards the betterment of Grant County",Community Foundation of Grant County Indiana,Community Development,10,Community Foundations,22,Marion,IN,46952,88.35,3,,89,3,"Philanthropy, Voluntarism and Grantmaking Foundations",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Community Foundations,Contributions are deductible,501(c)(3),27339360.0,11358805.0,87.74,3
957,"The Eiteljorg Museum of American Indians and Western Art, which opened in 1989, is the only museum of its kind in the Midwest, and one of only two museums east of the Mississippi that showcase both Native American and Western art, culture and history. The mission of the Eiteljorg Museum is to inspire an appreciation and understanding of the art, history and cultures of the American West and the indigenous peoples of North America. The Eiteljorg Museum collects and preserves Western art and Native American art and cultural objects of the highest quality, and serves the public through engaging exhibitions, educational programs, cultural exchanges and entertaining special events.",Telling America's story,Eiteljorg Museum of American Indians and Western Art,"Arts, Culture, Humanities",2,Museums,3,Indianapolis,IN,46204    ,84.45,3,,85,3,"Arts, Culture and Humanities",Educational Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),"Museum, Museum Activities",Contributions are deductible,501(c)(3),74598890.0,25858994.0,83.92,3
958,"Kids Alive International is a Christian faith mission dedicated to rescuing orphans and vulnerable children - meeting their spiritual, physical, educational, and emotional needs - raising them to be contributing members of their society and witnesses to their family and community. Founded in 1916, Kids Alive International began providing homes for homeless children. Since that time, Kids Alive has expanded to include not only children's homes but also care centers and schools. These programs provide orphans and abandoned children with an education, clothing, food, medical care (in some cases), and most importantly, the love of Christ.",Dedicated to rescuing kids around the world,Kids Alive International,International,7,Development and Relief Services,20,Valparaiso,IN,46383,99.51,4,,100,4,"International, Foreign Affairs and National Security",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).","Organization that normally receives no more than one-third of its support from gross investment income and unrelated business income and at the same time more than one-third of its support from contributions, fees, and gross receipts related to exempt purposes.  509(a)(2)",International Relief,Contributions are deductible,501(c)(3),13821632.0,13047344.0,99.32,4
959,"People in our community, and all over the world, partner with Habitat for Humanity to build a place they can call home. Habitat homeowners help build their own homes alongside volunteers and pay an affordable mortgage. With our help, Habitat for Humanity of St. Joseph County homeowners achieve the strength, stability, and independence they need to build a better life for themselves and for their families.","Building strength, stability, and self-reliance through shelter",Habitat for Humanity of St Joseph County Inc,Community Development,10,Housing and Neighborhood Development,27,South Bend,IN,46601,91.45,4,,89,3,"Housing, Shelter",Charitable Organization,Subordinate - the organization is a subordinate in a group ruling.,Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),"Housing Development, Construction, Management",Contributions are deductible,501(c)(3),10684493.0,7297615.0,95.0,4
960,"Founded in 1988, the Indiana Youth Institute (IYI) promotes the healthy development of Indiana children and youth by serving the people, institutions and communities that impact their well-being. Their organizational vision is that all Indiana children and youth will attain five critical elements of healthy youth development: physical health and safety, emotional fulfillment, academic achievement, civic engagement and economic self-sufficiency. IYI provides capacity-building programs and resources for the state's youth workers and nonprofit youth-serving organizations, including schools. The IYI's programs are offered for free or very low cost, allowing youth organizations that are often on tight budgets to save money that can be used instead for their services to youth.",Serving those who impact youth,The Indiana Youth Institute,Human Services,6,"Youth Development, Shelter, and Crisis Services",16,Indianapolis,IN,46204,90.44,4,,89,3,,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organizations operated solely for the benefit of and in conjunction with organizations described in 10 through 16 above.  509(a)(3),,Contributions are deductible,501(c)(3),13471298.0,9877494.0,92.14,4
961,"Feed The Hungry is dedicated to feeding the poor and hungry around the world, empowering the church worldwide, and sharing the hope that comes through Jesus Christ. Feed The Hungry has delivered more than $200 million of food and supplies to hungry, hurting people in 92 nations around the globe.",A full life feels good.,LeSea Global Feed the Hungry,International,7,Humanitarian Relief Supplies,30,South Bend,IN,46614,91.36,4,,93,4,"Philanthropy, Voluntarism and Grantmaking Foundations",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Private Operating Foundations,Contributions are deductible,501(c)(3),2939078.0,31206135.0,90.0,4
962,"Water for Good is tackling water poverty in one of the world's most forgotten countries. Our goal? Clean, lasting water for every man, woman, and child in the Central African Republic.<br><br>Founded in 2004, Water for Good is a faith-based non-profit organization based in Indiana, USA. We are committed to improving lives and demonstrating God's love to people through reliable clean water access in one of the world's most neglected countries, the Central African Republic (CAR).",A bold new way to end water poverty!,"Water for Good, Inc.",International,7,Development and Relief Services,20,Indianapolis,IN,46268,84.69,3,,100,4,"International, Foreign Affairs and National Security",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),"International Development, Relief Services",Contributions are deductible,501(c)(3),2828426.0,4488493.0,78.35,2
963,"Solid Rock International is a Christian non-profit 501(c)3 organization focused on transforming the body, mind, and soul of the poor in the Dominican Republic. <br><br>When Solid Rock International (formerly Solid Rock Missions) was first beginning as an organization in the early 1990s, the desire was, and still is today, to holistically serve the poor in the Dominican Republic by focusing on all aspects of health. SRI's first missionaries along with other founders professed,<br><br>""We would like to express our gratitude to our Lord for allowing us to serve through the gifts, skills, and resources He has given us, to the poor of the Dominican Republic, providing health to the sick, bread to the hungry, education to the illiterate, assistance to the needy, and proclamation of the Kingdom of God.""<br><br>SRI acknowledges that there is so much more to wellness than just physical health. We believe we are called by God's Word to care for the poor, and by doing so, are serving God himself.","Transforming the body, mind, and soul of the poor in the Dominican Republic.",Solid Rock International,Religion,9,Religious Activities,26,Indianapolis,IN,46220,98.21,4,,100,4,"International, Foreign Affairs and National Security",Religious Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),"International Development, Relief Services",Contributions are deductible,501(c)(3),1826572.0,1673158.0,97.47,4
964,"Founded in 2004, Community Health Free Clinic provides a full range of medical, dental, pharmacy and social services to the uninsured and under-served in East Central Iowa through model Community Partnerships. It is a volunteer-staffed organization that returns $12 of patient services for every dollar spent.",Providing services to the uninsured and underserved in East Central Iowa,Community Health Free Clinic,Health,5,Treatment and Prevention Services,12,SE Cedar Rapids,IA,52401,92.22,4,,89,3,Health - General and Rehabilitative,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).","Organization that normally receives no more than one-third of its support from gross investment income and unrelated business income and at the same time more than one-third of its support from contributions, fees, and gross receipts related to exempt purposes.  509(a)(2)","Health Treatment Facilities, Primarily Outpatient",Contributions are deductible,501(c)(3),4215512.0,4281474.0,100.0,4
965,"Outreach was created in 2004 when the founders, Floyd Hammer and Kathy Hamilton, returned from a trip to Tanzania on a construction mission. During that trip they experienced the death of many children from hunger and related diseases. Outreach provides safe water, food, medical care and education to children and those in need at home and abroad.",Together we can make a difference,The Outreach Program,International,7,Humanitarian Relief Supplies,30,Union,IA,50258,90.63,4,,92,4,"International, Foreign Affairs and National Security",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),"International Development, Relief Services",Contributions are deductible,501(c)(3),3592438.0,6297124.0,89.45,3
